Input; Output1; Output2; Output3; Output4; Output5; Output6; Output7; Output8; Output9; Output10; Score1; Score2; Score3; Score4; Score5; Score6; Score7; Score8; Score9; Score10
rosa; rosa; negro; violeta; azul; rojo; naranja; la; negra; l; blanco; 0.30286; 0.03829; 0.0365; 0.03368; 0.02506; 0.01871; 0.01803; 0.0114; 0.01113; 0.00878
deporte; deporte; mujer; hombre; .; vida; la; . . .; persona; deportes; deportista; 0.10426; 0.10215; 0.05401; 0.01811; 0.01757; 0.01596; 0.011; 0.00939; 0.00772; 0.00701
fiel; fiel; mujer; infiel; ella; amado; enamorado; leal; la; hombre; amante; 0.37522; 0.02512; 0.01697; 0.01346; 0.01082; 0.00982; 0.00979; 0.00958; 0.00767; 0.0074
abogada; mujer; abogada; abogado; hombre; la; .; una; un; . . .; puta; 0.12353; 0.09889; 0.07972; 0.0252; 0.01955; 0.01591; 0.01491; 0.0129; 0.01127; 0.00864
amor; amor; mujer; vida; hombre; la; mi; sexo; amar; muerte; verdad; 0.12037; 0.11506; 0.04046; 0.02216; 0.0203; 0.01534; 0.01503; 0.01317; 0.01153; 0.0111
homosexual; mujer; hombre; homosexual; lesbiana; gay; transexual; .; . . .; la; l; 0.12689; 0.07508; 0.05097; 0.04423; 0.02844; 0.01665; 0.00874; 0.00772; 0.00767; 0.00751
pasatiempo; mujer; hombre; placer; amor; persona; tiempo; vida; moda; sexo; dama; 0.11071; 0.06365; 0.01374; 0.01332; 0.01206; 0.01089; 0.01058; 0.00942; 0.00892; 0.00836
regalo; regalo; mujer; .; amor; la; hombre; . . .; regalar; casa; un; 0.17819; 0.02216; 0.02177; 0.01718; 0.01609; 0.01532; 0.01329; 0.01327; 0.00923; 0.00796
vicio; vicio; amor; vida; placer; la; muerte; mujer; sexo; Dios; puta; 0.05788; 0.04753; 0.03726; 0.02706; 0.02484; 0.01842; 0.01558; 0.01397; 0.01311; 0.01056
droga; droga; mujer; la; hombre; puta; vida; sexo; . . .; .; amor; 0.08886; 0.05155; 0.02665; 0.0235; 0.02064; 0.01902; 0.01397; 0.01268; 0.0095; 0.00856
adicciÃ³n; mujer; la; .; amor; hombre; placer; . . .; una; l; su; 0.0691; 0.06016; 0.05777; 0.03626; 0.02444; 0.01888; 0.01362; 0.00915; 0.00899; 0.00898
prioridad; .; mujer; ser; la; que; l;:; mi; vida; casa; 0.06285; 0.03579; 0.03085; 0.01949; 0.01386; 0.01271; 0.00987; 0.00833; 0.00815; 0.00788
objeto; mujer; hombre; objeto; persona; sujeto; cuerpo; máquina; .; imagen; palabra; 0.28726; 0.12721; 0.04273; 0.02016; 0.01384; 0.01171; 0.00741; 0.00713; 0.00711; 0.00673
arte; mujer; arte; hombre; vida; la; amor; belleza; . . .; .; artista; 0.1424; 0.06896; 0.05558; 0.02483; 0.01547; 0.0144; 0.01319; 0.01205; 0.01157; 0.01152
vida; vida; mujer; Vida; muerte; amor; persona; historia; tierra; hombre; palabra; 0.54193; 0.05916; 0.01646; 0.01478; 0.01271; 0.00893; 0.00828; 0.00766; 0.00614; 0.00587
vivir; vivir; morir; amar; vida; ser; la; soñar; pensar; muerte; nacer; 0.44759; 0.11843; 0.03715; 0.02914; 0.02169; 0.01283; 0.00873; 0.00832; 0.00802; 0.00709
jugar; jugar; amar; divertirse; la; pensar; vivir; bailar; ser; . . .; ganar; 0.25797; 0.02476; 0.02158; 0.0201; 0.01961; 0.0137; 0.01262; 0.01261; 0.01249; 0.01243
cocinar; cocinar; la; . . .; comer; cocina; casa; amar; mujer; bailar; hombre; 0.20618; 0.03174; 0.02832; 0.02073; 0.01964; 0.01875; 0.01456; 0.00911; 0.00787; 0.00781
intimidad; intimidad; mujer; vida; la; casa; sexo; pareja; libertad; amor; soledad; 0.15118; 0.05919; 0.04099; 0.01792; 0.01655; 0.01276; 0.01145; 0.01038; 0.00748; 0.00686
cama; cama; casa; la; mujer; .; vida; hombre; . . .; puta; pareja; 0.20671; 0.05152; 0.02892; 0.02796; 0.0195; 0.01098; 0.01065; 0.01054; 0.01007; 0.00853
embajada; .; mujer; la; hombre; l; a;:; . . .; mi; un; 0.06208; 0.05934; 0.05186; 0.04067; 0.02163; 0.01379; 0.01297; 0.01203; 0.01193; 0.01176
familia; familia; casa; mujer; vida; hombre; España; la; persona; Dios; pareja; 0.42712; 0.08002; 0.0428; 0.01999; 0.01227; 0.01088; 0.01051; 0.00857; 0.00664; 0.00653
hijos; hijos; mujer; mujeres; vida; hombres; padres; madre; la; hijas; los; 0.12659; 0.09459; 0.02583; 0.02462; 0.02212; 0.01902; 0.01801; 0.0168; 0.01654; 0.0164
matrimonio; mujer; matrimonio; la; amor; hombre; pareja; Dios; .; familia; vida; 0.07719; 0.06217; 0.03546; 0.03111; 0.02752; 0.02331; 0.02137; 0.01968; 0.01742; 0.01305
dinero; dinero; mujer; amor; la; hombre; vida; Dios; tiempo; .; sangre; 0.08176; 0.06628; 0.05999; 0.03921; 0.02762; 0.02075; 0.02018; 0.02012; 0.01273; 0.01267
supervivencia; vida; mujer; supervivencia; muerte; naturaleza; la; evolución; libertad; humanidad; persona; 0.12764; 0.04449; 0.03255; 0.02429; 0.01277; 0.01125; 0.00924; 0.00911; 0.00894; 0.00739
astucia; mujer; hombre; inteligencia; dama; verdad; la; bella; amor; fuerza; ingenio; 0.03944; 0.01791; 0.01626; 0.01324; 0.0119; 0.01127; 0.00992; 0.0071; 0.00699; 0.00675
fuerza; fuerza; mujer; hombre; ser; potencia; razón; poder; .; causa; la; 0.21285; 0.07748; 0.01534; 0.01249; 0.01138; 0.01131; 0.01039; 0.00815; 0.0081; 0.0078
rebelde; mujer; rebelde; hombre; . . .; .; valiente; la; joven; libre; un; 0.05331; 0.03446; 0.01998; 0.01603; 0.01082; 0.01063; 0.00796; 0.00664; 0.00619; 0.00587
