Input; Output1; Output2; Output3; Output4; Output5; Output6; Output7; Output8; Output9; Output10; Score1; Score2; Score3; Score4; Score5; Score6; Score7; Score8; Score9; Score10
amor; mujer; femenina; amiga; madre; dama; belleza; hija; bella; mia; española; 0.14552; 0.12501; 0.03865; 0.03289; 0.02839; 0.0255; 0.02023; 0.01538; 0.01526; 0.01504
homosexual; lesbiana; femenina; española; mujer; negra; musulmana; italiana; francesa; escritora; india; 0.18565; 0.11821; 0.09402; 0.04591; 0.03579; 0.02936; 0.0247; 0.02265; 0.01937; 0.01906
pasatiempo; femenina; mujer; dama; escritora; actriz; amiga; chica; autora; compañera; madre; 0.14735; 0.10892; 0.03859; 0.0385; 0.03655; 0.03502; 0.03097; 0.01816; 0.01432; 0.0123
regalo; amiga; madre; mujer; autora; embarazada; ella; femenina; Lola; Navidad; dama; 0.06422; 0.04692; 0.0372; 0.0351; 0.0202; 0.02017; 0.02014; 0.02; 0.01895; 0.01807
vicio; abierta; madre; belleza; femenina; ella; muerte; mujer; la; española; hija; 0.05695; 0.03184; 0.0276; 0.02654; 0.02501; 0.02453; 0.02345; 0.0231; 0.02039; 0.01672
droga; mujer; madre; negra; hija; femenina; española; embarazada; argentina; asesina; misma; 0.06858; 0.05183; 0.04787; 0.04158; 0.02304; 0.02273; 0.02152; 0.01909; 0.01644; 0.0158
adicciÃ³n; femenina; mujer; la; madre; misma; escritora; actriz; ella; autora; japonesa; 0.127; 0.10633; 0.03088; 0.02753; 0.02571; 0.0195; 0.01786; 0.01658; 0.0161; 0.01494
prioridad; actriz; política; femenina; mujer; española; maternidad; Isabel; escritora; mia; autora; 0.04605; 0.03254; 0.03118; 0.02642; 0.02445; 0.02279; 0.02197; 0.01811; 0.01715; 0.0168
objeto; mujer; femenina; dama; autora; madre; actriz; hija; amiga; muerta; trabajadora; 0.3487; 0.11183; 0.04735; 0.04334; 0.04064; 0.02806; 0.02564; 0.01757; 0.01741; 0.01375
arte; femenina; mujer; belleza; autora; artística; escritora; estética; bella; española; madre; 0.1223; 0.11675; 0.08623; 0.05383; 0.0441; 0.03286; 0.02965; 0.01972; 0.01842; 0.01368
vida; vida; mujer; misma; hija; muerte; madre; escritora; femenina; mía; autora; 0.16896; 0.09308; 0.04948; 0.04116; 0.02945; 0.0286; 0.0239; 0.02299; 0.02094; 0.01902
vivir; la; muerte; ella; vida; madre; Isabel; Ella; misma; vivir; escritora; 0.05261; 0.03122; 0.02799; 0.02453; 0.02097; 0.01907; 0.0186; 0.01788; 0.01701; 0.01695
jugar; bailar; divertirse; la; femenina; ella; jugar; disfrutar; argentina; otra; casa; 0.04526; 0.03788; 0.03718; 0.03076; 0.03015; 0.02155; 0.02043; 0.01808; 0.01609; 0.01379
cocinar; cocinar; cocinera; madre; la; ella; femenina; Lola; española; cocina; catalana; 0.13902; 0.05391; 0.03406; 0.02444; 0.02002; 0.01967; 0.01967; 0.01783; 0.0149; 0.0147
intimidad; intimidad; íntima; femenina; mujer; mía; misma; abierta; amiga; autora; mia; 0.13836; 0.06394; 0.05266; 0.04753; 0.02946; 0.02736; 0.01934; 0.01841; 0.01735; 0.01559
cama; misma; mia; cama; casa; española; femenina; la; mujer; abierta; negra; 0.03431; 0.03205; 0.02491; 0.02446; 0.02429; 0.02304; 0.0227; 0.02123; 0.02087; 0.01987
embajada; amiga; india; escritora; femenina; mujer; cubana; Isabel; hija; japonesa; española; 0.05815; 0.05255; 0.02543; 0.02162; 0.02135; 0.02017; 0.01938; 0.01908; 0.01875; 0.01862
familia; madre; hija; familia; amiga; mujer; hermana; española; casa; mia; misma; 0.13058; 0.07373; 0.06719; 0.06372; 0.04693; 0.04209; 0.03615; 0.02709; 0.01691; 0.01566
hijos; hija; madre; hijos; Isabel; mujer; embarazada; Juana; hijas; ella; mamá; 0.30217; 0.13482; 0.03587; 0.02753; 0.0221; 0.01983; 0.01722; 0.01568; 0.01307; 0.01214
matrimonio; mujer; casada; madre; hija; española; dama; femenina; esposa; otra; la; 0.07813; 0.06013; 0.04354; 0.03119; 0.02923; 0.0268; 0.02553; 0.01996; 0.01791; 0.01715
dinero; mujer; madre; femenina; mujeres; ella; la; hija; española; Ella; otra; 0.13645; 0.04974; 0.04828; 0.03788; 0.0352; 0.02737; 0.02137; 0.01487; 0.01481; 0.0145
supervivencia; femenina; naturaleza; autora; mujer; muerte; escritora; maternidad; misma; madre; vida; 0.043; 0.0414; 0.0399; 0.03613; 0.02695; 0.02459; 0.0244; 0.02343; 0.02307; 0.02296
astucia; bella; dama; bonita; española; femenina; hermosa; negra; rica; mujer; romántica; 0.11642; 0.05833; 0.05059; 0.04499; 0.03547; 0.02381; 0.02201; 0.02194; 0.01905; 0.01766
fuerza; femenina; mujer; autora; misma; Isabel; española; dama; trabajadora; mia; Luisa; 0.09117; 0.07364; 0.02882; 0.02809; 0.02218; 0.02128; 0.02105; 0.02002; 0.01862; 0.01623
rebelde; femenina; abierta; amiga; española; mujer; madre; bella; hija; catalana; divertida; 0.10898; 0.06067; 0.03305; 0.03279; 0.02263; 0.02122; 0.02105; 0.01609; 0.01519; 0.0144
