Input; Output1; Output2; Output3; Output4; Output5; Output6; Output7; Output8; Output9; Output10; Score1; Score2; Score3; Score4; Score5; Score6; Score7; Score8; Score9; Score10
embajador; . . .; .; la; un; persona; mi; mujer; los; lo; el; 0.03928; 0.03842; 0.02628; 0.01629; 0.01032; 0.00965; 0.00938; 0.00714; 0.00636; 0.00605
ligon; hombre; mujer; sexy; .; puta; chica; una; lesbiana; un; novia; 0.05916; 0.05419; 0.01134; 0.01002; 0.0092; 0.00912; 0.00868; 0.00852; 0.00765; 0.00763
espabilado; mujer; hombre; inteligente; . . .; madura; femenina; .; puta; valiente; de; 0.05489; 0.04395; 0.02175; 0.01488; 0.0143; 0.00807; 0.00787; 0.0071; 0.00705; 0.0058
adinerado; mujer; pobre; .; hombre; rica; . . .; rico; de; puta; humilde; 0.0624; 0.04175; 0.03479; 0.03439; 0.01964; 0.01594; 0.01437; 0.01244; 0.01239; 0.0094
rico; pobre; rico; rica; mujer; hombre; pobres; puta; negro; negra; millonario; 0.36098; 0.08377; 0.02439; 0.02051; 0.01886; 0.00807; 0.00798; 0.0068; 0.00588; 0.00561
engaÃ±o; la; mentir; mujer; un; hombre; una; enga; m; mentira; engañar; 0.02775; 0.02191; 0.01531; 0.01429; 0.01366; 0.01362; 0.01062; 0.00996; 0.00968; 0.00968
conducir; conducir; . . .; la; ser; .; . . . .; un; correr; morir; matar; 0.10314; 0.07542; 0.02186; 0.01869; 0.01758; 0.01039; 0.01026; 0.01002; 0.00987; 0.00919
azul; negro; azul; rojo; rosa; verde; roja; blanco; negra; gris; naranja; 0.11656; 0.11396; 0.10516; 0.05163; 0.04635; 0.04357; 0.02895; 0.02741; 0.02596; 0.02411
rosa; rosa; violeta; negra; azul; negro; naranja; rojo; roja; blanca; la; 0.20075; 0.03982; 0.03858; 0.03354; 0.03261; 0.0218; 0.01846; 0.01795; 0.01696; 0.01476
deporte; deporte; mujer; .; hombre; vida; deportes; . . .; la; fútbol; deportista; 0.1484; 0.05734; 0.02018; 0.01898; 0.01551; 0.01389; 0.01363; 0.01044; 0.008; 0.00781
fiel; fiel; mujer; ella; infiel; .; la; hombre; leal; amante; amigo; 0.31201; 0.02391; 0.01538; 0.01326; 0.0107; 0.00932; 0.00825; 0.00804; 0.00791; 0.00644
abogado; abogado; mujer; hombre; un; . . .; abogada; .; la; una; juez; 0.14841; 0.05548; 0.03852; 0.02451; 0.02296; 0.01997; 0.01978; 0.01354; 0.01127; 0.00871
amor; mujer; amor; vida; sexo; la; mi; hombre; verdad; muerte; ti; 0.09642; 0.08369; 0.03084; 0.02496; 0.01984; 0.01917; 0.01884; 0.01578; 0.01474; 0.01391
homosexual; mujer; lesbiana; hombre; homosexual; gay; transexual; .; travesti; hetero; . . .; 0.13211; 0.09828; 0.05867; 0.05402; 0.031; 0.01851; 0.00899; 0.0088; 0.00761; 0.00745
pasatiempo; mujer; hombre; placer; tiempo; persona; . . .; vida; amor; la; lo; 0.073; 0.03121; 0.0162; 0.01364; 0.01001; 0.0077; 0.00745; 0.00685; 0.00635; 0.0063
regalo; regalo; .; . . .; mujer; regalar; amor; la; hombre; casa; un; 0.121; 0.02235; 0.01774; 0.01474; 0.01321; 0.01156; 0.01077; 0.01003; 0.00966; 0.00915
vicio; vicio; amor; placer; la; muerte; vida; sexo; puta; gusto; mi; 0.08093; 0.02729; 0.02681; 0.01667; 0.01588; 0.01524; 0.0136; 0.01224; 0.01218; 0.01098
droga; droga; mujer; puta; . . .; la; sexo; marihuana; drogas; vida; hombre; 0.13865; 0.04245; 0.02568; 0.02261; 0.0165; 0.01618; 0.01377; 0.01292; 0.01201; 0.01115
adicciÃ³n; mujer; .; la; amor; hombre; . . .; placer; un; una; mi; 0.05335; 0.03846; 0.0338; 0.03026; 0.02219; 0.014; 0.01382; 0.01148; 0.00996; 0.00904
prioridad; .; la; mi; . . .; ser; mujer; que;:; l; e; 0.09688; 0.0217; 0.0195; 0.01663; 0.01581; 0.0154; 0.01476; 0.01291; 0.01274; 0.00824
objeto; mujer; hombre; objeto; persona; sujeto; cuerpo; .; amante; máquina; dama; 0.38064; 0.08947; 0.05007; 0.02395; 0.01415; 0.00885; 0.00713; 0.0062; 0.00617; 0.00571
arte; mujer; arte; hombre; vida; .; belleza; . . .; la; artista; verdad; 0.10989; 0.08119; 0.03348; 0.02365; 0.01662; 0.01421; 0.01405; 0.01373; 0.01197; 0.01041
vida; vida; mujer; muerte; persona; historia; .; Vida; amor; la; tierra; 0.54275; 0.03512; 0.02188; 0.01067; 0.01065; 0.0096; 0.00911; 0.00751; 0.00589; 0.00529
vivir; vivir; morir; vida; ser; la; amar; trabajar; pensar; .; muerte; 0.38978; 0.07383; 0.02553; 0.01614; 0.01407; 0.01153; 0.0111; 0.00883; 0.008; 0.00737
jugar; jugar; pensar; . . .; ganar; aprender; divertirse; bailar; follar; disfrutar; amar; 0.25972; 0.02265; 0.0208; 0.02052; 0.01909; 0.01898; 0.01544; 0.01292; 0.01211; 0.01028
cocinar; cocinar; . . .; comer; la; cantar; cocina; casa; .; bailar; amar; 0.34941; 0.03428; 0.02504; 0.0183; 0.01155; 0.01052; 0.01007; 0.00909; 0.00874; 0.00741
intimidad; intimidad; mujer; vida; casa; la; libertad; pareja; sexo; persona; ti; 0.27355; 0.03502; 0.0345; 0.02263; 0.0128; 0.00951; 0.00728; 0.00721; 0.00683; 0.00608
cama; cama; casa; la; . . .; puta; .; una; mujer; vida; c; 0.29282; 0.0356; 0.01984; 0.01457; 0.01237; 0.01138; 0.0093; 0.00819; 0.00663; 0.00591
embajada; .; . . .; la; mujer; casa; persona; una; mi; un; ti; 0.04982; 0.03012; 0.02972; 0.02597; 0.01216; 0.01089; 0.00988; 0.00868; 0.00794; 0.00693
familia; familia; casa; mujer; vida; .; persona; la; madre; pareja; España; 0.42462; 0.07531; 0.03564; 0.02149; 0.01588; 0.01422; 0.00955; 0.00915; 0.00835; 0.00685
hijos; hijos; los; .; . . .; hijo; mujer; la; otros; padres; mi; 0.18339; 0.02361; 0.01975; 0.017; 0.01669; 0.01623; 0.01579; 0.01533; 0.01225; 0.0115
matrimonio; matrimonio; mujer; pareja; .; la; hombre; marido; familia; amor; vida; 0.12939; 0.04815; 0.0268; 0.02384; 0.02306; 0.02255; 0.01633; 0.01627; 0.01451; 0.01196
dinero; dinero; amor; mujer; sexo; tiempo; .; la; hombre; mujeres; vida; 0.16342; 0.04701; 0.03705; 0.02667; 0.02374; 0.02056; 0.01623; 0.01226; 0.01201; 0.011
supervivencia; vida; supervivencia; muerte; mujer; evolución; la; naturaleza; persona; .; historia; 0.10482; 0.03768; 0.02853; 0.01921; 0.01308; 0.01073; 0.01017; 0.00983; 0.00777; 0.00656
astucia; mujer; inteligencia; bella; verdad; inteligente; dama; hombre; valiente; historia; la; 0.03592; 0.02403; 0.01567; 0.01523; 0.01454; 0.01258; 0.01082; 0.00973; 0.00758; 0.00746
fuerza; fuerza; mujer; .; ser; que; la; poder; hombre; diferencia; causa; 0.11978; 0.04498; 0.02021; 0.01072; 0.01055; 0.00857; 0.00838; 0.00789; 0.00772; 0.00606
rebelde; rebelde; mujer; . . .; .; valiente; hombre; libre; la; una; puta; 0.05514; 0.03875; 0.02276; 0.01215; 0.01132; 0.00867; 0.00666; 0.00623; 0.00607; 0.00596
