Input; Output1; Output2; Output3; Output4; Output5; Output6; Output7; Output8; Output9; Output10; Score1; Score2; Score3; Score4; Score5; Score6; Score7; Score8; Score9; Score10
intimidad; intimidad; mujer; vida; la; casa; sexo; pareja; libertad; amor; identidad; 0.15062; 0.05575; 0.0407; 0.01745; 0.01357; 0.0129; 0.01078; 0.01024; 0.00765; 0.00657
cama; cama; casa; la; mujer; .; hombre; vida; . . .; puta; una; 0.20631; 0.04854; 0.02844; 0.02452; 0.01966; 0.01101; 0.01069; 0.01065; 0.0096; 0.00815
embajada; .; mujer; la; hombre; l; a;:; . . .; un; mi; 0.06224; 0.0559; 0.05138; 0.04102; 0.02189; 0.01391; 0.01292; 0.01214; 0.01207; 0.01178
familia; familia; casa; mujer; vida; hombre; la; España; persona; Dios; pareja; 0.42594; 0.07704; 0.03935; 0.0197; 0.01262; 0.01004; 0.00999; 0.00799; 0.00679; 0.00586
hijos; hijos; mujer; mujeres; vida; hombres; padres; los; la; hijas; madre; 0.12624; 0.09115; 0.02446; 0.02433; 0.02119; 0.01854; 0.01663; 0.01632; 0.01528; 0.01428
matrimonio; mujer; matrimonio; la; amor; hombre; pareja; Dios; .; familia; vida; 0.07375; 0.0622; 0.03499; 0.03128; 0.02787; 0.02264; 0.02152; 0.01984; 0.01623; 0.01276
dinero; dinero; mujer; amor; la; hombre; tiempo; vida; Dios; .; sexo; 0.08208; 0.06283; 0.06016; 0.03874; 0.02797; 0.02048; 0.02045; 0.02033; 0.01289; 0.01271
supervivencia; vida; mujer; supervivencia; muerte; la; naturaleza; libertad; humanidad; evolución; hombre; 0.12734; 0.04104; 0.03239; 0.02226; 0.01077; 0.01004; 0.00897; 0.00889; 0.0086; 0.00769
astucia; mujer; hombre; inteligencia; verdad; la; dama; amor; ingenio; fuerza; caballero; 0.03599; 0.01826; 0.01586; 0.01194; 0.01079; 0.01076; 0.00727; 0.0071; 0.00694; 0.00631
fuerza; fuerza; mujer; hombre; ser; potencia; razón; poder; .; causa; que; 0.21279; 0.07404; 0.0157; 0.01264; 0.01119; 0.01093; 0.0105; 0.00831; 0.00806; 0.00764
rebelde; mujer; rebelde; hombre; . . .; .; valiente; la; joven; libre; un; 0.04986; 0.03458; 0.02033; 0.01614; 0.01098; 0.01082; 0.00749; 0.0067; 0.00644; 0.00618
