Input; Output1; Output2; Output3; Output4; Output5; Output6; Output7; Output8; Output9; Output10; Score1; Score2; Score3; Score4; Score5; Score6; Score7; Score8; Score9; Score10
angelical; novio; hermana; novia; hija; madre; hijo; hermano; padre; marido; mujer; 0.02116; 0.02106; 0.01978; 0.01634; 0.01534; 0.01094; 0.01008; 0.00774; 0.00488; 0.0024
feroz; marido; novio; madre; hermana; hermano; padre; mujer; novia; hijo; hija; 0.05157; 0.0317; 0.0289; 0.02446; 0.02409; 0.02086; 0.01506; 0.01488; 0.00572; 0.00387
angustiante; madre; marido; padre; hijo; hija; mujer; hermana; novia; hermano; novio; 0.01789; 0.01223; 0.00721; 0.00441; 0.00364; 0.00343; 0.00283; 0.00135; 0.00123; 0.00119
fuerte; hermana; hijo; novio; hermano; padre; marido; madre; novia; mujer; hija; 0.01554; 0.01326; 0.01164; 0.01133; 0.0111; 0.00987; 0.00794; 0.0064; 0.00521; 0.00509
pobre; madre; padre; marido; hermana; hermano; hija; hijo; mujer; novia; novio; 0.11278; 0.04362; 0.03187; 0.02382; 0.02014; 0.0153; 0.0148; 0.00784; 0.00713; 0.00629
fundamental; padre; madre; hijo; hermano; hija; hermana; mujer; marido; novio; novia; 0.03023; 0.02835; 0.01669; 0.00645; 0.00436; 0.0039; 0.00294; 0.00224; 0.00024; 0.00013
popular; madre; padre; hermana; hijo; marido; hermano; novio; novia; hija; mujer; 0.03661; 0.02659; 0.01687; 0.01454; 0.01445; 0.01375; 0.01361; 0.01137; 0.01028; 0.0033
artista; hija; hijo; madre; hermana; marido; padre; novio; hermano; novia; mujer; 0.06863; 0.06698; 0.05859; 0.05562; 0.04786; 0.0373; 0.03223; 0.02916; 0.02689; 0.01715
audaz; padre; hermana; madre; novia; hermano; hijo; marido; novio; hija; mujer; 0.03745; 0.03162; 0.02991; 0.02383; 0.02278; 0.02235; 0.02085; 0.02073; 0.01962; 0.01615
progresista; padre; marido; madre; novio; hijo; hija; novia; hermano; mujer; hermana; 0.07967; 0.05563; 0.05403; 0.03176; 0.02644; 0.02054; 0.01654; 0.01252; 0.01201; 0.01154
impaciente; marido; hijo; madre; hija; padre; hermana; novio; mujer; novia; hermano; 0.07058; 0.05884; 0.05035; 0.04389; 0.03285; 0.02945; 0.02912; 0.02206; 0.01924; 0.01668
brillante; madre; hermana; padre; marido; hermano; mujer; novia; novio; hijo; hija; 0.01847; 0.00987; 0.00913; 0.00869; 0.00659; 0.00547; 0.00494; 0.00404; 0.00376; 0.0037
rebelde; novio; marido; madre; hermana; novia; hija; hijo; padre; hermano; mujer; 0.12409; 0.06258; 0.0566; 0.05625; 0.05266; 0.04926; 0.04288; 0.03326; 0.02194; 0.01463
caliente; novia; mujer; marido; novio; hermana; madre; hermano; hija; hijo; padre; 0.09204; 0.05804; 0.05577; 0.04026; 0.02572; 0.0061; 0.00436; 0.00314; 0.00252; 0.00103
independiente; madre; padre; marido; mujer; hijo; hija; novia; novio; hermana; hermano; 0.02526; 0.02255; 0.02016; 0.01368; 0.01125; 0.00525; 0.00449; 0.00442; 0.00431; 0.00378
capitalista; padre; madre; marido; novio; novia; hermano; hermana; mujer; hijo; hija; 0.08345; 0.08224; 0.06624; 0.06113; 0.02567; 0.01759; 0.01715; 0.01294; 0.01262; 0.0083
infeliz; marido; madre; hijo; padre; hija; novio; mujer; novia; hermana; hermano; 0.22623; 0.09865; 0.08309; 0.05635; 0.05315; 0.05256; 0.03325; 0.02552; 0.02205; 0.01933
inferior; padre; madre; hermano; hijo; hermana; hija; marido; mujer; novia; novio; 0.01458; 0.01077; 0.00894; 0.00654; 0.00469; 0.00405; 0.00236; 0.00222; 0.00132; 0.00099
saludable; marido; hijo; madre; novio; hija; padre; hermano; novia; hermana; mujer; 0.0056; 0.0036; 0.00347; 0.00338; 0.00256; 0.0017; 0.00089; 0.00071; 0.00059; 0.00035
salvaje; novio; novia; marido; madre; mujer; hermana; padre; hermano; hijo; hija; 0.08291; 0.05535; 0.04201; 0.02762; 0.0243; 0.01994; 0.01266; 0.01055; 0.01017; 0.00908
comunista; padre; madre; novio; marido; novia; hijo; hermano; hermana; hija; mujer; 0.1233; 0.12005; 0.0908; 0.07914; 0.03826; 0.03704; 0.03638; 0.02752; 0.02049; 0.01811
insolente; madre; padre; novio; hermana; marido; hija; novia; hijo; hermano; mujer; 0.08467; 0.04796; 0.04032; 0.02595; 0.02561; 0.02421; 0.0201; 0.0193; 0.01577; 0.01398
sobresaliente; hermano; padre; hijo; hermana; marido; novio; madre; hija; novia; mujer; 0.00098; 0.00078; 0.00066; 0.00044; 0.00021; 0.00012; 0.00012; 3e-05; -1e-05; -0.00017
constante; padre; madre; hijo; marido; mujer; hija; hermano; novia; novio; hermana; 0.00706; 0.00547; 0.0049; 0.00451; 0.00195; 0.00169; 0.00094; 0.0004; 0.00037; 6e-05
inteligente; madre; hijo; hija; hermana; padre; hermano; marido; novio; novia; mujer; 0.11235; 0.092; 0.08406; 0.07743; 0.06404; 0.0418; 0.03551; 0.03312; 0.02775; 0.01997
socialista; padre; madre; marido; novio; hijo; hermano; novia; hija; hermana; mujer; 0.12338; 0.11968; 0.11567; 0.05795; 0.0376; 0.0295; 0.0285; 0.02264; 0.02078; 0.01959
contaminante; marido; madre; padre; hijo; novio; hermano; mujer; hija; novia; hermana; 0.01869; 0.01463; 0.01269; 0.00768; 0.00645; 0.00266; 0.00252; 0.00218; 0.00186; 0.00121
interesante; hijo; padre; hermano; madre; marido; novio; novia; mujer; hermana; hija; 0.00109; 0.00098; 0.00057; 0.00026; 0.00017; 0.00011; -0.0; -0.00021; -0.00032; -0.00045
sonriente; madre; hija; novio; novia; marido; hermana; padre; hijo; mujer; hermano; 0.04416; 0.04005; 0.03422; 0.03181; 0.02556; 0.02513; 0.01964; 0.01831; 0.01643; 0.00962
creíble; madre; padre; hija; hijo; novio; hermana; novia; marido; mujer; hermano; 0.0425; 0.02847; 0.02458; 0.02225; 0.02123; 0.02043; 0.01855; 0.01816; 0.01321; 0.01162
superior; padre; madre; hermano; hijo; hermana; hija; marido; mujer; novio; novia; 0.04199; 0.02475; 0.02008; 0.01919; 0.01175; 0.00834; 0.00717; 0.00511; 0.00359; 0.00303
débil; madre; marido; padre; hijo; novio; hermana; hermano; hija; mujer; novia; 0.08689; 0.07109; 0.06914; 0.05599; 0.03719; 0.03385; 0.0322; 0.03158; 0.03025; 0.02479
triste; madre; padre; marido; hijo; hija; novio; hermana; hermano; mujer; novia; 0.03107; 0.0177; 0.01051; 0.01018; 0.01003; 0.0089; 0.0081; 0.00647; 0.00603; 0.00511
deportista; marido; novio; hijo; padre; novia; madre; hermana; hija; hermano; mujer; 0.13545; 0.12791; 0.09379; 0.06506; 0.0593; 0.05345; 0.04631; 0.04593; 0.04306; 0.0229
valiente; madre; hija; padre; marido; hijo; hermana; mujer; hermano; novio; novia; 0.12817; 0.08287; 0.07802; 0.0712; 0.0608; 0.04659; 0.02305; 0.02058; 0.01862; 0.01112
desagradable; madre; marido; novio; novia; padre; hija; mujer; hermana; hijo; hermano; 0.0465; 0.04045; 0.04018; 0.02878; 0.0188; 0.01739; 0.01712; 0.01552; 0.01091; 0.00548
descortés; marido; novio; novia; madre; hermano; hijo; padre; mujer; hija; hermana; 0.05995; 0.04024; 0.03066; 0.01897; 0.01866; 0.01578; 0.01492; 0.00968; 0.00954; 0.00764
dócil; novio; marido; novia; madre; padre; mujer; hijo; hermano; hermana; hija; 0.00522; 0.00509; 0.0047; 0.00391; 0.00324; 0.00286; 0.00141; 0.00074; 0.00045; -0.00023
veloz; hermano; novia; novio; marido; padre; hijo; madre; mujer; hermana; hija; 0.00536; 0.00503; 0.00429; 0.00396; 0.00347; 0.00326; 0.00285; 0.00201; 0.00179; 0.00021
eficaz; marido; madre; novio; hermana; hijo; padre; novia; hermano; mujer; hija; 0.01448; 0.00359; 0.00273; 0.00205; 0.00184; 0.00163; 0.00137; 0.00123; 0.00086; -7e-05
eficiente; marido; hermana; madre; hermano; padre; mujer; novio; novia; hijo; hija; 0.0257; 0.0137; 0.0096; 0.00766; 0.00735; 0.0066; 0.00583; 0.00411; 0.00244; 0.00092
obediente; hijo; hija; hermana; novio; marido; hermano; novia; madre; padre; mujer; 0.06604; 0.05842; 0.04695; 0.03777; 0.02727; 0.02348; 0.01862; 0.01733; 0.01219; 0.00362
