Input; Output1; Output2; Output3; Output4; Output5; Output6; Output7; Output8; Output9; Output10; Score1; Score2; Score3; Score4; Score5; Score6; Score7; Score8; Score9; Score10
artista; hijo; hija; madre; hermana; marido; padre; novio; hermano; novia; mujer; 0.06735; 0.05983; 0.05487; 0.04921; 0.04815; 0.03769; 0.03258; 0.02956; 0.02608; 0.01371
audaz; padre; madre; hermana; hermano; novia; hijo; marido; novio; mujer; hija; 0.03784; 0.02619; 0.02521; 0.02318; 0.02302; 0.02272; 0.02115; 0.02108; 0.01271; 0.01082
progresista; padre; marido; madre; novio; hijo; novia; hermano; hija; mujer; hermana; 0.08006; 0.05593; 0.0503; 0.03211; 0.02682; 0.01572; 0.01292; 0.01174; 0.00856; 0.00513
impaciente; marido; hijo; madre; hija; padre; novio; hermana; mujer; novia; hermano; 0.07087; 0.05921; 0.04663; 0.03509; 0.03324; 0.02947; 0.02304; 0.01862; 0.01843; 0.01708
brillante; madre; padre; marido; hermano; novio; hijo; novia; hermana; mujer; hija; 0.01475; 0.00952; 0.00898; 0.00699; 0.00439; 0.00414; 0.00413; 0.00345; 0.00203; -0.0051
rebelde; novio; marido; madre; novia; hermana; hijo; hija; padre; hermano; mujer; 0.12444; 0.06288; 0.05287; 0.05185; 0.04984; 0.04325; 0.04046; 0.03365; 0.02234; 0.01118
caliente; novia; marido; mujer; novio; hermana; hermano; hijo; madre; padre; hija; 0.09122; 0.05607; 0.05459; 0.04061; 0.0193; 0.00477; 0.00289; 0.00237; 0.00142; -0.00566
independiente; padre; madre; marido; hijo; mujer; novio; hermano; novia; hermana; hija; 0.02294; 0.02153; 0.02046; 0.01163; 0.01023; 0.00477; 0.00418; 0.00368; -0.00211; -0.00354
capitalista; padre; madre; marido; novio; novia; hermano; hijo; hermana; mujer; hija; 0.08385; 0.07852; 0.06654; 0.06148; 0.02485; 0.01799; 0.013; 0.01074; 0.0095; -0.0005
infeliz; marido; madre; hijo; padre; novio; hija; mujer; novia; hermano; hermana; 0.22653; 0.09493; 0.08346; 0.05674; 0.05291; 0.04435; 0.02981; 0.0247; 0.01973; 0.01564
inferior; padre; hermano; madre; hijo; marido; novio; novia; mujer; hermana; hija; 0.01497; 0.00934; 0.00704; 0.00691; 0.00266; 0.00134; 0.00051; -0.00122; -0.00172; -0.00474
saludable; marido; hijo; novio; padre; hermano; novia; madre; mujer; hermana; hija; 0.0059; 0.00397; 0.00373; 0.0021; 0.00129; -0.00011; -0.00026; -0.0031; -0.00582; -0.00624
salvaje; novio; novia; marido; madre; mujer; hermana; padre; hermano; hijo; hija; 0.08326; 0.05454; 0.0423; 0.0239; 0.02085; 0.01353; 0.01305; 0.01095; 0.01054; 0.00028
comunista; padre; madre; novio; marido; novia; hijo; hermano; hermana; mujer; hija; 0.12369; 0.11633; 0.09115; 0.07944; 0.03744; 0.03741; 0.03678; 0.02111; 0.01466; 0.0117
insolente; madre; padre; novio; marido; hijo; hermana; novia; hermano; hija; mujer; 0.08094; 0.04835; 0.04067; 0.02591; 0.01968; 0.01954; 0.01929; 0.01617; 0.01542; 0.01054
sobresaliente; hermano; padre; hijo; marido; novio; novia; madre; mujer; hermana; hija; 0.00138; 0.00117; 0.00103; 0.00051; 0.00048; -0.00083; -0.00361; -0.00362; -0.00597; -0.00876
constante; padre; hijo; marido; madre; hermano; novio; novia; mujer; hermana; hija; 0.00746; 0.00527; 0.00481; 0.00175; 0.00134; 0.00072; -0.00042; -0.00149; -0.00635; -0.00711
inteligente; madre; hijo; hija; hermana; padre; hermano; marido; novio; novia; mujer; 0.10863; 0.09237; 0.07526; 0.07102; 0.06443; 0.0422; 0.0358; 0.03347; 0.02693; 0.01652
socialista; padre; marido; madre; novio; hijo; hermano; novia; mujer; hermana; hija; 0.12377; 0.11596; 0.11595; 0.0583; 0.03798; 0.0299; 0.02768; 0.01614; 0.01437; 0.01384
contaminante; marido; padre; madre; hijo; novio; hermano; novia; mujer; hermana; hija; 0.01898; 0.01308; 0.01091; 0.00805; 0.0068; 0.00306; 0.00104; -0.00093; -0.0052; -0.00662
interesante; hijo; padre; hermano; marido; novio; novia; madre; mujer; hermana; hija; 0.00146; 0.00138; 0.00097; 0.00047; 0.00046; -0.00082; -0.00347; -0.00365; -0.00673; -0.00925
sonriente; madre; novio; hija; novia; marido; padre; hermana; hijo; mujer; hermano; 0.04043; 0.03457; 0.03126; 0.03099; 0.02585; 0.02003; 0.01872; 0.01868; 0.01299; 0.01002
creíble; madre; padre; hijo; novio; marido; novia; hija; hermana; hermano; mujer; 0.03877; 0.02886; 0.02262; 0.02158; 0.01846; 0.01774; 0.01579; 0.01402; 0.01202; 0.00977
superior; padre; madre; hermano; hijo; marido; hermana; novio; novia; mujer; hija; 0.04239; 0.02103; 0.02048; 0.01956; 0.00746; 0.00533; 0.00394; 0.00221; 0.00167; -0.00046
débil; madre; marido; padre; hijo; novio; hermano; hermana; mujer; novia; hija; 0.08317; 0.07139; 0.06953; 0.05637; 0.03754; 0.0326; 0.02744; 0.02681; 0.02398; 0.02279
triste; madre; padre; marido; hijo; novio; hermano; novia; mujer; hermana; hija; 0.02734; 0.01809; 0.01081; 0.01056; 0.00925; 0.00687; 0.00429; 0.00259; 0.00168; 0.00123
deportista; marido; novio; hijo; padre; novia; madre; hermano; hermana; hija; mujer; 0.13575; 0.12826; 0.09416; 0.06545; 0.05849; 0.04973; 0.04346; 0.0399; 0.03713; 0.01946
valiente; madre; padre; hija; marido; hijo; hermana; hermano; mujer; novio; novia; 0.12445; 0.07842; 0.07407; 0.07149; 0.06118; 0.04018; 0.02098; 0.01961; 0.01897; 0.0103
desagradable; madre; marido; novio; novia; padre; mujer; hijo; hermana; hija; hermano; 0.04278; 0.04074; 0.04053; 0.02796; 0.01919; 0.01368; 0.01128; 0.00911; 0.00859; 0.00588
descortés; marido; novio; novia; hermano; hijo; padre; madre; mujer; hermana; hija; 0.06024; 0.04059; 0.02984; 0.01906; 0.01615; 0.01531; 0.01524; 0.00624; 0.00122; 0.00074
dócil; novio; marido; novia; padre; hijo; hermano; madre; mujer; hermana; hija; 0.00557; 0.00538; 0.00388; 0.00363; 0.00179; 0.00114; 0.00018; -0.00059; -0.00596; -0.00902
veloz; hermano; novio; marido; novia; padre; hijo; madre; mujer; hermana; hija; 0.00576; 0.00464; 0.00425; 0.00422; 0.00387; 0.00363; -0.00088; -0.00143; -0.00462; -0.00858
eficaz; marido; novio; hijo; padre; hermano; novia; madre; mujer; hermana; hija; 0.01477; 0.00308; 0.00222; 0.00202; 0.00163; 0.00056; -0.00014; -0.00258; -0.00436; -0.00887
eficiente; marido; hermano; padre; hermana; novio; madre; novia; mujer; hijo; hija; 0.026; 0.00806; 0.00774; 0.00729; 0.00618; 0.00587; 0.00329; 0.00315; 0.00282; -0.00788
obediente; hijo; hija; hermana; novio; marido; hermano; novia; madre; padre; mujer; 0.06641; 0.04962; 0.04054; 0.03812; 0.02757; 0.02389; 0.01781; 0.0136; 0.01259; 0.00018
