Input; Output1; Output2; Output3; Output4; Output5; Output6; Output7; Output8; Output9; Output10; Score1; Score2; Score3; Score4; Score5; Score6; Score7; Score8; Score9; Score10
socialista; madre; hija; hermana; mujer; novia; marido; novio; padre; hijo; hermano; 0.38534; 0.23611; 0.17349; 0.00612; 0.00168; 0.00011; 2e-05; 2e-05; 1e-05; 0.0
contaminante; madre; hija; hermana; mujer; novia; marido; novio; hijo; padre; hermano; 0.2695; 0.17603; 0.08656; 0.00496; 0.00064; 0.0001; 1e-05; 1e-05; 1e-05; 0.0
interesante; hija; hermana; madre; mujer; novia; hijo; padre; marido; novio; hermano; 0.07827; 0.04686; 0.03196; 0.00079; 8e-05; 0.0; 0.0; 0.0; 0.0; 0.0
sonriente; hija; hermana; madre; mujer; novia; marido; novio; hijo; padre; hermano; 0.30444; 0.15478; 0.10612; 0.00382; 0.00139; 2e-05; 1e-05; 0.0; 0.0; 0.0
creíble; hija; hermana; madre; mujer; novia; marido; novio; hijo; padre; hermano; 0.32978; 0.22022; 0.17767; 0.00537; 0.00142; 2e-05; 1e-05; 1e-05; 1e-05; 0.0
superior; hermana; hija; madre; mujer; novia; marido; padre; hijo; novio; hermano; 0.26916; 0.24931; 0.21613; 0.0045; 0.00049; 2e-05; 2e-05; 1e-05; 0.0; 0.0
débil; hija; madre; hermana; mujer; novia; marido; hijo; novio; padre; hermano; 0.30751; 0.26459; 0.26345; 0.00886; 0.00138; 6e-05; 1e-05; 1e-05; 1e-05; 0.0
triste; hija; madre; hermana; mujer; novia; marido; novio; hijo; padre; hermano; 0.2209; 0.20277; 0.1427; 0.00394; 0.00062; 2e-05; 1e-05; 1e-05; 1e-05; 0.0
deportista; hija; hermana; madre; mujer; novia; marido; novio; hijo; padre; hermano; 0.38269; 0.30969; 0.14103; 0.00582; 0.00285; 0.0001; 4e-05; 2e-05; 1e-05; 0.0
valiente; hija; madre; hermana; mujer; novia; marido; hijo; padre; novio; hermano; 0.40921; 0.20139; 0.18634; 0.0035; 0.00032; 3e-05; 1e-05; 1e-05; 0.0; 0.0
desagradable; hija; madre; hermana; mujer; novia; marido; novio; hijo; padre; hermano; 0.25137; 0.20602; 0.1793; 0.00734; 0.00233; 5e-05; 2e-05; 0.0; 0.0; 0.0
descortés; hija; hermana; madre; mujer; novia; marido; novio; hijo; padre; hermano; 0.25451; 0.16305; 0.15051; 0.00746; 0.00438; 0.00013; 4e-05; 1e-05; 1e-05; 0.0
dócil; madre; hermana; hija; mujer; novia; marido; novio; padre; hijo; hermano; 0.10715; 0.07251; 0.05793; 0.00767; 0.00218; 4e-05; 2e-05; 0.0; 0.0; 0.0
veloz; hermana; hija; madre; mujer; novia; marido; novio; hijo; padre; hermano; 0.24523; 0.14464; 0.12703; 0.0089; 0.00366; 4e-05; 2e-05; 1e-05; 1e-05; 0.0
eficaz; hermana; madre; hija; mujer; novia; marido; novio; hijo; padre; hermano; 0.15918; 0.09166; 0.06476; 0.00272; 0.00062; 0.0001; 1e-05; 0.0; 0.0; 0.0
eficiente; hermana; madre; hija; mujer; novia; marido; novio; padre; hijo; hermano; 0.35199; 0.09722; 0.05728; 0.00647; 0.00075; 7e-05; 1e-05; 0.0; 0.0; 0.0
obediente; hija; hermana; madre; mujer; novia; marido; hijo; novio; padre; hermano; 0.42803; 0.27726; 0.04103; 0.00088; 0.00079; 2e-05; 1e-05; 1e-05; 0.0; 0.0
