Input, Output1, Output2, Output3, Output4, Output5, Output6, Output7, Output8, Output9, Output10, Score1, Score2, Score3, Score4, Score5, Score6, Score7, Score8, Score9, Score10
concejal, padre, madre, hijo, hermano, marido, hija, mujer, hermana, novia, novio, 0.23542, 0.05493, 0.03921, 0.02878, 0.02561, 0.02525, 0.01759, 0.0167, 0.00568, 0.0051
cantante, madre, padre, hermana, hija, mujer, marido, hermano, novia, hijo, novio, 0.13601, 0.11143, 0.0552, 0.04352, 0.03909, 0.02886, 0.02633, 0.02427, 0.02401, 0.02369
guía, madre, padre, hija, hermana, mujer, hijo, marido, hermano, novia, novio, 0.01593, 0.01561, 0.00893, 0.00616, 0.00592, 0.00535, 0.00442, 0.00293, 0.0028, 0.00192
canguro, madre, hija, padre, hijo, hermana, novio, marido, novia, hermano, mujer, 0.07063, 0.06328, 0.05578, 0.04755, 0.04636, 0.02641, 0.02399, 0.01684, 0.01555, 0.01118
recepcionista, novio, marido, madre, mujer, hija, padre, hermana, novia, hijo, hermano, 0.00977, 0.00941, 0.00681, 0.00486, 0.0045, 0.00442, 0.00407, 0.00364, 0.00118, 0.00083
deportista, padre, hijo, madre, hija, hermano, marido, hermana, novio, mujer, novia, 0.24638, 0.10736, 0.0963, 0.04435, 0.04066, 0.03312, 0.02437, 0.02297, 0.02078, 0.01565
policía, padre, madre, hija, hijo, marido, hermana, mujer, novio, hermano, novia, 0.08279, 0.04177, 0.03043, 0.02793, 0.02262, 0.0174, 0.01115, 0.01111, 0.008, 0.00708
soldado, padre, hijo, hermano, marido, madre, novio, hermana, hija, novia, mujer, 0.23956, 0.06704, 0.04793, 0.02942, 0.02086, 0.01809, 0.00724, 0.00643, 0.00578, 0.00533
astronauta, padre, hijo, madre, hija, hermano, marido, novio, hermana, mujer, novia, 0.24096, 0.13455, 0.05323, 0.03588, 0.03098, 0.02625, 0.02111, 0.01264, 0.01177, 0.01088
cura, padre, madre, hijo, marido, hermano, hija, mujer, hermana, novio, novia, 0.19476, 0.05422, 0.0537, 0.04299, 0.03095, 0.01969, 0.01859, 0.01677, 0.01561, 0.0073
periodista, padre, madre, marido, hija, hermano, hermana, hijo, mujer, novio, novia, 0.36053, 0.15524, 0.0361, 0.03493, 0.03051, 0.02617, 0.02359, 0.02036, 0.00821, 0.00799
taxista, padre, marido, madre, novio, hijo, hermano, hermana, novia, hija, mujer, 0.35067, 0.08289, 0.0579, 0.04797, 0.04138, 0.03732, 0.01618, 0.01183, 0.00943, 0.00911
tenista, padre, madre, hijo, hermano, hermana, marido, hija, novio, mujer, novia, 0.29805, 0.11376, 0.05831, 0.03988, 0.03024, 0.0291, 0.0223, 0.02031, 0.01728, 0.01225
agente de viaje, padre, novia, novio, marido, madre, hermano, mujer, hermana, hija, hijo, 0.03212, 0.01942, 0.01752, 0.01679, 0.01515, 0.00921, 0.00898, 0.00632, 0.00614, 0.00602
estilista, marido, padre, madre, mujer, hermana, hija, novio, hermano, novia, hijo, 0.09428, 0.08771, 0.08464, 0.05294, 0.04334, 0.04313, 0.03477, 0.02047, 0.01988, 0.01935
florista, padre, madre, marido, hija, hijo, mujer, novio, hermana, hermano, novia, 0.20667, 0.10379, 0.08548, 0.04228, 0.03127, 0.02901, 0.02432, 0.02221, 0.01948, 0.01313
político, padre, hijo, marido, hermano, novio, madre, hija, mujer, novia, hermana, 0.02778, 0.01546, 0.00584, 0.00219, 0.00151, 0.00013, 0.0001, 4e-05, 4e-05, 2e-05
psiquiatra, padre, madre, marido, hijo, hija, hermano, novio, mujer, hermana, novia, 0.22794, 0.10437, 0.08214, 0.04746, 0.02863, 0.02583, 0.02568, 0.0217, 0.02012, 0.01138
vigilante de seguridad, padre, novio, madre, marido, hijo, novia, hermano, hermana, hija, mujer, 0.06119, 0.03153, 0.01855, 0.01592, 0.00849, 0.00764, 0.00663, 0.00612, 0.00508, 0.00335
socorrista, padre, novio, hijo, madre, hija, marido, hermana, novia, hermano, mujer, 0.12547, 0.06536, 0.06152, 0.05692, 0.05277, 0.04894, 0.04103, 0.0249, 0.02106, 0.01534
sastre, padre, novio, marido, hermano, hermana, hijo, madre, novia, mujer, hija, 0.02682, 0.02081, 0.01508, 0.01169, 0.00992, 0.00891, 0.00859, 0.0073, 0.00653, 0.00463
economista, padre, madre, marido, hijo, hermano, hija, mujer, hermana, novio, novia, 0.43092, 0.09593, 0.0517, 0.02736, 0.02236, 0.01976, 0.0161, 0.01596, 0.01535, 0.00799
psicoanalista, padre, marido, madre, hijo, hija, mujer, novio, hermano, hermana, novia, 0.15312, 0.08321, 0.07635, 0.02716, 0.02444, 0.0241, 0.01711, 0.01563, 0.01499, 0.00795
