Input, Output1, Output2, Output3, Output4, Output5, Output6, Output7, Output8, Output9, Output10, Score1, Score2, Score3, Score4, Score5, Score6, Score7, Score8, Score9, Score10
cura, hermana, madre, hija, mujer, novia, marido, novio, padre, hijo, hermano, 0.42508, 0.17427, 0.1245, 0.00932, 0.00144, 7e-05, 1e-05, 1e-05, 1e-05, 0.0
periodista, hermana, madre, hija, mujer, novia, marido, padre, hijo, novio, hermano, 0.43562, 0.287, 0.12262, 0.00813, 0.00118, 5e-05, 1e-05, 1e-05, 1e-05, 0.0
taxista, hermana, madre, hija, mujer, novia, marido, hijo, novio, padre, hermano, 0.33044, 0.24293, 0.15962, 0.01714, 0.00376, 0.00015, 4e-05, 4e-05, 3e-05, 1e-05
tenista, hermana, hija, madre, mujer, novia, marido, novio, hijo, padre, hermano, 0.4185, 0.28877, 0.13869, 0.00558, 0.00353, 6e-05, 2e-05, 2e-05, 1e-05, 0.0
agente de viaje, hermana, madre, hija, mujer, novia, marido, novio, hijo, padre, hermano, 0.34539, 0.20734, 0.14181, 0.03568, 0.00386, 0.00011, 4e-05, 2e-05, 1e-05, 0.0
estilista, hermana, madre, hija, mujer, novia, marido, novio, hijo, padre, hermano, 0.42287, 0.22077, 0.14536, 0.00837, 0.00154, 5e-05, 1e-05, 0.0, 0.0, 0.0
florista, hermana, hija, madre, mujer, novia, marido, hijo, padre, novio, hermano, 0.41302, 0.20677, 0.1973, 0.00711, 0.00102, 7e-05, 1e-05, 1e-05, 1e-05, 0.0
político, madre, hija, hermana, marido, mujer, padre, hijo, novia, novio, hermano, 0.20272, 0.14349, 0.10465, 0.00485, 0.00469, 0.00233, 0.00211, 0.002, 0.00089, 0.00011
psiquiatra, hermana, madre, hija, mujer, novia, marido, padre, novio, hijo, hermano, 0.34877, 0.27809, 0.1225, 0.01956, 0.00173, 0.00015, 2e-05, 2e-05, 1e-05, 0.0
vigilante de seguridad, hija, madre, hermana, mujer, novia, marido, novio, hijo, padre, hermano, 0.27081, 0.24211, 0.21322, 0.01325, 0.00969, 0.00014, 8e-05, 5e-05, 4e-05, 0.0
socorrista, hija, hermana, madre, mujer, novia, marido, novio, hijo, padre, hermano, 0.3594, 0.27444, 0.19985, 0.0103, 0.00256, 0.00012, 2e-05, 2e-05, 1e-05, 0.0
sastre, madre, hermana, hija, mujer, novia, marido, padre, novio, hijo, hermano, 0.3449, 0.27738, 0.09064, 0.01942, 0.00495, 0.0004, 0.00014, 8e-05, 5e-05, 2e-05
economista, hermana, madre, hija, mujer, novia, marido, padre, hijo, novio, hermano, 0.41433, 0.29793, 0.11259, 0.01127, 0.00185, 0.00015, 3e-05, 2e-05, 1e-05, 0.0
psicoanalista, hermana, madre, hija, mujer, novia, marido, padre, novio, hijo, hermano, 0.34121, 0.31448, 0.12428, 0.01697, 0.00232, 0.00016, 2e-05, 2e-05, 1e-05, 0.0
auxiliar de enfermería, hija, madre, hermana, mujer, novia, marido, novio, hijo, padre, hermano, 0.43289, 0.21513, 0.17897, 0.01115, 0.00319, 0.00014, 2e-05, 2e-05, 1e-05, 0.0
